transaction_id,exporter,importer,port,country,volume,created_at,shipped_at,received_at,status,previous_hash,current_hash,,,,,
TX156,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,16.70422807,8/24/2019,8/26/2019,9/2/2019,RECEIVED,,,,,,,
TX157,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,464.3775404,8/25/2019,8/27/2019,9/3/2019,RECEIVED,,,,,,,
TX158,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,27.84038012,8/27/2019,8/29/2019,9/5/2019,RECEIVED,,,,,,,
TX159,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,438.207583,8/29/2019,8/31/2019,9/7/2019,RECEIVED,,,,,,,
TX160,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,5.011268421,8/30/2019,9/1/2019,9/8/2019,RECEIVED,,,,,,,
TX161,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,356.1244727,9/1/2019,9/3/2019,9/10/2019,RECEIVED,,,,,,,
TX162,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,9900.26034,9/2/2019,9/4/2019,9/11/2019,RECEIVED,,,,,,,
TX163,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,593.5407878,9/3/2019,9/5/2019,9/12/2019,RECEIVED,,,,,,,
TX164,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,9342.332,9/4/2019,9/6/2019,9/13/2019,RECEIVED,,,,,,,
TX165,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,106.8373418,9/6/2019,9/8/2019,9/15/2019,RECEIVED,,,,,,,
TX166,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,237.4163852,9/8/2019,9/10/2019,9/17/2019,RECEIVED,,,,,,,
TX167,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,6600.175508,9/10/2019,9/12/2019,9/19/2019,RECEIVED,,,,,,,
TX168,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,395.6939753,9/11/2019,9/13/2019,9/20/2019,RECEIVED,,,,,,,
TX169,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,6228.223171,9/13/2019,9/15/2019,9/22/2019,RECEIVED,,,,,,,
TX170,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,71.22491555,9/15/2019,9/17/2019,9/24/2019,RECEIVED,,,,,,,
TX171,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,25.22517398,9/17/2019,9/19/2019,9/26/2019,RECEIVED,,,,,,,
TX172,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,701.2598366,9/18/2019,9/20/2019,9/27/2019,RECEIVED,,,,,,,
TX173,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,42.04195663,9/20/2019,9/22/2019,9/29/2019,RECEIVED,,,,,,,
TX174,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,661.7403974,9/22/2019,9/24/2019,10/1/2019,RECEIVED,,,,,,,
TX175,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,7.567552194,9/23/2019,9/25/2019,10/2/2019,RECEIVED,,,,,,,
TX176,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,16.81128349,9/24/2019,9/26/2019,10/3/2019,RECEIVED,,,,,,,
TX177,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,467.3536812,9/25/2019,9/27/2019,10/4/2019,RECEIVED,,,,,,,
TX178,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,28.01880582,9/27/2019,9/29/2019,10/6/2019,RECEIVED,,,,,,,
TX179,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,441.0160037,9/29/2019,10/1/2019,10/8/2019,RECEIVED,,,,,,,
TX180,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,5.043385048,10/1/2019,10/3/2019,10/10/2019,RECEIVED,,,,,,,
TX181,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,25.02649657,10/3/2019,10/5/2019,10/12/2019,RECEIVED,,,,,,,
TX182,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,695.7366047,10/5/2019,10/7/2019,10/14/2019,RECEIVED,,,,,,,
TX183,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,41.71082762,10/6/2019,10/8/2019,10/15/2019,RECEIVED,,,,,,,
TX184,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,656.5284267,10/7/2019,10/9/2019,10/16/2019,RECEIVED,,,,,,,
TX185,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,7.507948971,10/9/2019,10/11/2019,10/18/2019,RECEIVED,,,,,,,
TX186,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,17.94002515,10/11/2019,10/13/2019,10/20/2019,RECEIVED,,,,,,,
TX187,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,498.7326993,10/12/2019,10/14/2019,10/21/2019,RECEIVED,,,,,,,
TX188,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,29.90004192,10/14/2019,10/16/2019,10/23/2019,RECEIVED,,,,,,,
TX189,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,470.6266599,10/15/2019,10/17/2019,10/24/2019,RECEIVED,,,,,,,
TX190,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,5.382007546,10/17/2019,10/19/2019,10/26/2019,RECEIVED,,,,,,,
TX191,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,25.12193119,10/19/2019,10/21/2019,10/28/2019,RECEIVED,,,,,,,
TX192,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,698.389687,10/20/2019,10/22/2019,10/29/2019,RECEIVED,,,,,,,
TX193,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,41.86988531,10/22/2019,10/24/2019,10/31/2019,RECEIVED,,,,,,,
TX194,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,659.0319948,10/23/2019,10/25/2019,11/1/2019,RECEIVED,,,,,,,
TX195,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,7.536579356,10/25/2019,10/27/2019,11/3/2019,RECEIVED,,,,,,,
TX196,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,5.773513755,10/26/2019,10/28/2019,11/4/2019,RECEIVED,,,,,,,
TX197,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,160.5036824,10/28/2019,10/30/2019,11/6/2019,RECEIVED,,,,,,,
TX198,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,9.622522925,10/29/2019,10/31/2019,11/7/2019,RECEIVED,,,,,,,
TX199,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,151.4585108,10/30/2019,11/1/2019,11/8/2019,RECEIVED,,,,,,,
TX200,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,1.732054126,11/1/2019,11/3/2019,11/10/2019,RECEIVED,,,,,,,
TX201,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,38.72480152,11/3/2019,11/5/2019,11/12/2019,RECEIVED,,,,,,,
TX202,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,1076.549482,11/5/2019,11/7/2019,11/14/2019,RECEIVED,,,,,,,
TX203,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,64.54133586,11/6/2019,11/8/2019,11/15/2019,RECEIVED,,,,,,,
TX204,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,1015.880626,11/7/2019,11/9/2019,11/16/2019,RECEIVED,,,,,,,
TX205,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,11.61744046,11/8/2019,11/10/2019,11/17/2019,RECEIVED,,,,,,,
TX206,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,38.24586423,11/9/2019,11/11/2019,11/18/2019,RECEIVED,,,,,,,
TX207,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,1063.235026,11/11/2019,11/13/2019,11/20/2019,RECEIVED,,,,,,,
TX208,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,63.74310705,11/13/2019,11/15/2019,11/22/2019,RECEIVED,,,,,,,
TX209,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,1003.316505,11/14/2019,11/16/2019,11/23/2019,RECEIVED,,,,,,,
TX210,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,11.47375927,11/16/2019,11/18/2019,11/25/2019,RECEIVED,,,,,,,
TX211,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,0.305309626,11/17/2019,11/19/2019,11/26/2019,RECEIVED,,,,,,,
TX212,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,8.487607592,11/18/2019,11/20/2019,11/27/2019,RECEIVED,,,,,,,
TX213,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,0.508849376,11/19/2019,11/21/2019,11/28/2019,RECEIVED,,,,,,,
TX214,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,8.009289179,11/21/2019,11/23/2019,11/30/2019,RECEIVED,,,,,,,
TX215,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,0.091592888,11/22/2019,11/24/2019,12/1/2019,RECEIVED,,,,,,,
TX216,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,25.91562773,11/23/2019,11/25/2019,12/2/2019,RECEIVED,,,,,,,
TX217,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,720.4544508,11/24/2019,11/26/2019,12/3/2019,RECEIVED,,,,,,,
TX218,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,43.19271288,11/26/2019,11/28/2019,12/5/2019,RECEIVED,,,,,,,
TX219,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,679.8533007,11/28/2019,11/30/2019,12/7/2019,RECEIVED,,,,,,,
TX220,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,7.774688318,11/29/2019,12/1/2019,12/8/2019,RECEIVED,,,,,,,
TX221,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,57.42541622,11/30/2019,12/2/2019,12/9/2019,RECEIVED,,,,,,,
TX222,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,1596.426571,12/1/2019,12/3/2019,12/10/2019,RECEIVED,,,,,,,
TX223,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,95.70902704,12/3/2019,12/5/2019,12/12/2019,RECEIVED,,,,,,,
TX224,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,1506.460086,12/5/2019,12/7/2019,12/14/2019,RECEIVED,,,,,,,
TX225,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,17.22762487,12/7/2019,12/9/2019,12/16/2019,RECEIVED,,,,,,,
TX226,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,GERMANY,17.2260799,12/9/2019,12/11/2019,12/18/2019,RECEIVED,,,,,,,
TX227,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,478.8850211,12/11/2019,12/13/2019,12/20/2019,RECEIVED,,,,,,,
TX228,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,28.71013316,12/13/2019,12/15/2019,12/22/2019,RECEIVED,,,,,,,
TX229,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,451.8974959,12/15/2019,12/17/2019,12/24/2019,RECEIVED,,,,,,,
TX230,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,UNITED STATES,5.167823969,12/17/2019,12/19/2019,12/26/2019,RECEIVED,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
