transaction_id,exporter,importer,port,country,volume,created_at,shipped_at,received_at,status,previous_hash,current_hash
TX166,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,3.753931352,9/2/2020,9/4/2020,9/11/2020,RECEIVED,,
TX167,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,27.35007128,9/4/2020,9/6/2020,9/13/2020,RECEIVED,,
TX168,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,0.337799849,9/6/2020,9/8/2020,9/15/2020,RECEIVED,,
TX169,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,307.4471178,9/7/2020,9/9/2020,9/16/2020,RECEIVED,,
TX170,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,104.2047654,9/8/2020,9/10/2020,9/17/2020,RECEIVED,,
TX171,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,120.5674972,9/9/2020,9/11/2020,9/18/2020,RECEIVED,,
TX172,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,254.9141369,9/11/2020,9/13/2020,9/20/2020,RECEIVED,,
TX173,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,60.28374859,9/13/2020,9/15/2020,9/22/2020,RECEIVED,,
TX174,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,439.2101683,9/15/2020,9/17/2020,9/24/2020,RECEIVED,,
TX175,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,5.424914939,9/16/2020,9/18/2020,9/25/2020,RECEIVED,,
TX176,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,SATUI,MALAYSIA,283.1007528,9/18/2020,9/20/2020,9/27/2020,RECEIVED,,
TX177,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,571.6898059,9/20/2020,9/22/2020,9/29/2020,RECEIVED,,
TX178,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,193.7660126,9/21/2020,9/23/2020,9/30/2020,RECEIVED,,
TX179,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,224.1920807,9/22/2020,9/24/2020,10/1/2020,RECEIVED,,
TX180,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,474.0061136,9/24/2020,9/26/2020,10/3/2020,RECEIVED,,
TX181,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,112.0960404,9/25/2020,9/27/2020,10/4/2020,RECEIVED,,
TX182,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,816.6997227,9/26/2020,9/28/2020,10/5/2020,RECEIVED,,
TX183,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,10.0879267,9/27/2020,9/29/2020,10/6/2020,RECEIVED,,
TX184,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,SATUI,MALAYSIA,188.7338352,9/28/2020,9/30/2020,10/7/2020,RECEIVED,,
TX185,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,381.1265373,9/29/2020,10/1/2020,10/8/2020,RECEIVED,,
TX186,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,129.1773418,9/30/2020,10/2/2020,10/9/2020,RECEIVED,,
TX187,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,149.4613872,10/2/2020,10/4/2020,10/11/2020,RECEIVED,,
TX188,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,316.0040757,10/4/2020,10/6/2020,10/13/2020,RECEIVED,,
TX189,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,74.73069358,10/5/2020,10/7/2020,10/14/2020,RECEIVED,,
TX190,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,544.4664818,10/7/2020,10/9/2020,10/16/2020,RECEIVED,,
TX191,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,6.725284469,10/8/2020,10/10/2020,10/17/2020,RECEIVED,,
TX192,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,SATUI,MALAYSIA,1742.821231,10/10/2020,10/12/2020,10/19/2020,RECEIVED,,
TX193,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,3519.428551,10/12/2020,10/14/2020,10/21/2020,RECEIVED,,
TX194,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,1192.859537,10/14/2020,10/16/2020,10/23/2020,RECEIVED,,
TX195,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,1380.168059,10/16/2020,10/18/2020,10/25/2020,RECEIVED,,
TX196,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,2918.069611,10/18/2020,10/20/2020,10/27/2020,RECEIVED,,
TX197,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,690.0840296,10/19/2020,10/21/2020,10/28/2020,RECEIVED,,
TX198,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,5027.755072,10/21/2020,10/23/2020,10/30/2020,RECEIVED,,
TX199,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,62.10313805,10/23/2020,10/25/2020,11/1/2020,RECEIVED,,
TX200,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,SATUI,MALAYSIA,1161.880455,10/24/2020,10/26/2020,11/2/2020,RECEIVED,,
TX201,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,2346.28631,10/25/2020,10/27/2020,11/3/2020,RECEIVED,,
TX202,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,795.2398979,10/27/2020,10/29/2020,11/5/2020,RECEIVED,,
TX203,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,920.1122786,10/28/2020,10/30/2020,11/6/2020,RECEIVED,,
TX204,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,1945.380246,10/30/2020,11/1/2020,11/8/2020,RECEIVED,,
TX205,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,460.0561393,10/31/2020,11/2/2020,11/9/2020,RECEIVED,,
TX206,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,3351.837586,11/1/2020,11/3/2020,11/10/2020,RECEIVED,,
TX207,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,41.40211017,11/3/2020,11/5/2020,11/12/2020,RECEIVED,,
TX208,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,231.4692917,11/5/2020,11/7/2020,11/14/2020,RECEIVED,,
TX209,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,78.4531773,11/6/2020,11/8/2020,11/15/2020,RECEIVED,,
TX210,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,90.77227126,11/7/2020,11/9/2020,11/16/2020,RECEIVED,,
TX211,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,191.9185164,11/9/2020,11/11/2020,11/18/2020,RECEIVED,,
TX212,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,45.38613563,11/10/2020,11/12/2020,11/19/2020,RECEIVED,,
TX213,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,330.6704167,11/12/2020,11/14/2020,11/21/2020,RECEIVED,,
TX214,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,3.985776797,11/14/2020,11/16/2020,11/23/2020,RECEIVED,,
TX215,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,154.2916845,11/15/2020,11/17/2020,11/24/2020,RECEIVED,,
TX216,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,52.29494067,11/17/2020,11/19/2020,11/26/2020,RECEIVED,,
TX217,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,60.50654292,11/18/2020,11/20/2020,11/27/2020,RECEIVED,,
TX218,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,127.9281193,11/20/2020,11/22/2020,11/29/2020,RECEIVED,,
TX219,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,30.25327146,11/22/2020,11/24/2020,12/1/2020,RECEIVED,,
TX220,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,220.4166921,11/24/2020,11/26/2020,12/3/2020,RECEIVED,,
TX221,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,2.657184532,11/26/2020,11/28/2020,12/5/2020,RECEIVED,,
TX222,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,232.3609236,11/28/2020,11/30/2020,12/7/2020,RECEIVED,,
TX223,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,78.75538307,11/30/2020,12/2/2020,12/9/2020,RECEIVED,,
TX224,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,91.12193082,12/1/2020,12/3/2020,12/10/2020,RECEIVED,,
TX225,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,INDIA,192.6577966,12/2/2020,12/4/2020,12/11/2020,RECEIVED,,
TX226,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,MALAYSIA,45.56096541,12/4/2020,12/6/2020,12/13/2020,RECEIVED,,
TX227,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,GRESIK,NETHERLANDS,331.9441766,12/6/2020,12/8/2020,12/15/2020,RECEIVED,,
TX228,KARYAINDAH ALAM SEJAHTERA,UNKNOWN,TANJUNG PERAK,SRI LANKA,4.09983183,12/7/2020,12/9/2020,12/16/2020,RECEIVED,,
TX229,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,INDIA,163.5855783,12/9/2020,12/11/2020,12/18/2020,RECEIVED,,
TX230,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,MALAYSIA,55.4449719,12/10/2020,12/12/2020,12/19/2020,RECEIVED,,
TX231,KARYAINDAH ALAM SEJAHTERA,GIDEON AGRI,GRESIK,NETHERLANDS,64.15120716,12/12/2020,12/14/2020,12/21/2020,RECEIVED,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
